,game_id,season,date,away_team,away_score,home_team,home_score,result,away_elo_i,away_elo_n,home_elo_i,home_elo_n,elo_pred,away_back_to_back,home_back_to_back,a_eFGp,a_FTr,a_ORBp,a_TOVp,h_eFGp,h_FTr,h_ORBp,h_TOVp,elo_diff,favorite_is_home,is_upset,away_streak,away_last_5_win_pct,away_last_10_win_pct,away_last_15_win_pct,home_streak,home_last_5_win_pct,home_last_10_win_pct,home_last_15_win_pct,away_vs_home_win_pct,a_eFGp_10,h_eFGp_10,a_TOVp_10,h_TOVp_10,a_ORBp_10,h_ORBp_10,a_FTr_10,h_FTr_10,eFGp_diff,eFGp_roll_diff,FTr_diff,FTr_roll_diff,ORBp_diff,ORBp_roll_diff,TOVp_diff,TOVp_roll_diff,elo_diff_back_to_back,streak_vs_opp_streak,momentum_factor
174,181911100174,1819,2018-11-10,NYK,112,TOR,128,1,1402.6230637467377,1400.555157569673,1691.34809584855,1693.4160020256147,1,False,False,0.4910913140311804,0.1948775055679287,0.2755,0.1313820345943688,0.5547566371681415,0.1913716814159292,0.2467999999999999,0.1247364722417428,288.7250321018123,1,0,1,0.4,0.3,0.3333333333333333,1,1.0,0.9,0.9166666666666666,0.5,0.505769486240791,0.5413411456485027,0.1154378976616245,0.11891613857374449,0.22981666666666667,0.21841666666666668,0.1586932754382989,0.14638860520543942,0.0636653231369611,0.035571659407711675,-0.003505824151999515,-0.012304670232859471,-0.028700000000000114,-0.011399999999999993,-0.006645562352626019,0.003478240912119984,0.0,0,0.6
175,181911100175,1819,2018-11-10,MIL,126,LAC,128,1,1616.5869506157198,1612.3628895003137,1551.844552958239,1556.0686140736454,1,False,False,0.5598060344827586,0.1961206896551724,0.2272999999999999,0.1244205072266157,0.5394431554524362,0.2772621809744779,0.2223,0.1285166015281152,-64.74239765748075,0,1,1,0.6,0.8,0.8181818181818182,-1,0.4,0.6,0.5454545454545454,0.5,0.5390775368138894,0.508633722210214,0.13047283986440386,0.1283494628491197,0.22835999999999998,0.24841999999999995,0.19023585994017814,0.23733312143223112,-0.02036287903032241,-0.0304438146036754,0.08114149131930551,0.04709726149205298,-0.004999999999999893,0.020059999999999967,0.0040960943014995005,-0.0021233770152841724,-0.0,-2,-0.39999999999999997
176,181911100176,1819,2018-11-10,PHO,99,NOP,119,1,1288.0419758457388,1285.3157079815574,1555.405165296702,1558.1314331608833,1,False,False,0.494578313253012,0.208433734939759,0.1903999999999999,0.169318426144915,0.5248893805309734,0.2356194690265486,0.2369,0.127732286661704,267.3631894509633,1,0,-1,0.2,0.1,0.18181818181818182,1,0.2,0.4,0.45454545454545453,0.5,0.5319342926621845,0.5570473010594669,0.1387106874909293,0.12065744728533385,0.195125,0.2363,0.18413977895965458,0.18706639972194986,0.030311067277961457,0.025113008397282366,0.027185734086789592,0.0029266207622952733,0.0465000000000001,0.04117500000000002,-0.04158613948321099,-0.01805324020559544,0.0,2,0.2
177,181911100177,1819,2018-11-10,CLE,98,CHI,99,1,1421.1595724722165,1417.5816608201624,1353.241532412629,1356.8194440646837,1,False,False,0.4954493742889647,0.1888509670079636,0.2628,0.1320612332902112,0.5150812064965198,0.2018561484918793,0.1923,0.1355767849446918,-67.91804005958738,0,1,-1,0.2,0.1,0.09090909090909091,-1,0.2,0.3,0.25,0.5,0.5081705283355216,0.5158852855109058,0.11820089902948783,0.13451918788094333,0.24803999999999995,0.1866333333333333,0.22697507868661418,0.16549337186585264,0.0196318322075551,0.007714757175384279,0.01300518148391569,-0.06148170682076154,-0.07049999999999998,-0.061406666666666665,0.0035155516544806142,0.016318288851455504,-0.0,0,0.0
182,181911100183,1819,2018-11-10,LAL,101,SAC,86,0,1497.5296377843356,1514.505244432409,1465.2691823844996,1448.2935757364262,1,False,True,0.5508021390374331,0.1647058823529411,0.2257,0.1293759512937595,0.5466008771929823,0.1864035087719298,0.2166999999999999,0.126210942829854,-32.26045539983602,0,0,1,0.6,0.5,0.45454545454545453,1,0.6,0.7,0.5833333333333334,0.5,0.5269394536367118,0.5239220659237418,0.12774227517385944,0.12050022084087317,0.2132199999999999,0.21479999999999996,0.19035520667486241,0.15987352309431624,-0.004201261844450799,-0.003017387712969999,0.021697626418988702,-0.030481683580546176,-0.009000000000000119,0.0015800000000000536,-0.0031650084639054943,-0.007242054332986275,32.26045539983602,0,0.0
184,181911110188,1819,2018-11-11,BOS,94,POR,100,1,1584.2843051470918,1580.3182565956836,1641.011906062585,1644.9779546139932,1,False,False,0.5079455164585699,0.1952326901248581,0.1946,0.1149987322974392,0.522075055187638,0.2328918322295806,0.2642,0.1174239788462876,56.72760091549321,1,0,-1,0.4,0.6,0.5833333333333334,1,0.8,0.7,0.75,0.5,0.49459564698162034,0.5149112139657664,0.12350066994977615,0.12167713367273601,0.22539999999999996,0.24146249999999997,0.17393618614003978,0.20698599396989847,0.01412953872906808,0.020315566984146105,0.03765914210472249,0.033049807829858696,0.0696,0.016062500000000007,0.0024252465488483893,-0.0018235362770401414,0.0,2,0.6000000000000001
185,181911110187,1819,2018-11-11,MIL,121,DEN,114,0,1612.3628895003137,1623.6728537379436,1600.8219767298017,1589.5120124921718,1,True,False,0.5553191489361703,0.1968085106382978,0.2270999999999999,0.1230696607997842,0.5100446428571428,0.1953125,0.2941999999999999,0.1211418940271779,-11.540912770512023,0,0,-1,0.4,0.7,0.75,-1,0.6,0.7,0.75,0.5,0.5425322864253675,0.5137772898761009,0.12946411775810582,0.11540224818702749,0.2281833333333333,0.26731428571428567,0.1912166648926772,0.21973250221218749,-0.0452745060790275,-0.02875499654926661,-0.0014960106382977956,0.028515837319510295,0.06709999999999999,0.03913095238095238,-0.0019277667726062958,-0.014061869571078328,-11.540912770512023,0,0.19999999999999996
183,181911110189,1819,2018-11-11,ATL,106,LAL,107,1,1337.5643288916012,1336.447308781705,1514.505244432409,1515.6222645423052,1,False,False,0.5130681818181818,0.2136363636363636,0.2019,0.1513855627779678,0.5460385438972163,0.1605995717344753,0.2392,0.1324715650207567,176.94091554080774,1,0,-1,0.2,0.3,0.25,1,0.8,0.6,0.5,0.5,0.5105349459543954,0.5327797553438324,0.1417621722334466,0.1292280036184217,0.18136666666666668,0.21569999999999998,0.16328506471557383,0.18710334009384313,0.032970362079034476,0.02224480938943696,-0.053036791901888286,0.023818275378269305,0.0373,0.0343333333333333,-0.018913997757211115,-0.012534168615024877,0.0,2,0.8
188,181911110186,1819,2018-11-11,ORL,115,NYK,89,0,1363.0964451329403,1393.5849319190302,1400.555157569673,1370.0666707835828,1,False,False,0.5033259423503326,0.1452328159645232,0.2135,0.1190003966679888,0.4917309812568908,0.1940463065049614,0.2840999999999999,0.1291026929608706,37.45871243673264,1,1,1,0.6,0.4,0.4166666666666667,-1,0.4,0.3,0.3076923076923077,0.5,0.4718775950045587,0.5069734477170357,0.11513048080198493,0.11109011504894523,0.205575,0.22328333333333336,0.15811160587332324,0.1474657379550169,-0.011594961093441769,0.03509585271247695,0.04881349054043821,-0.010645867918306323,0.07059999999999991,0.017708333333333354,0.010102296292881799,-0.004040365753039704,0.0,-2,-0.39999999999999997
186,181911110185,1819,2018-11-11,IND,103,HOU,115,1,1564.5935386564404,1557.402638175408,1581.4651767808514,1588.656077261884,1,False,False,0.5236686390532544,0.1751479289940828,0.1868,0.1209677419354838,0.4852272727272728,0.1715909090909091,0.2384,0.1209211666185388,16.871638124410993,1,0,1,0.6,0.6,0.6153846153846154,-1,0.6,0.4,0.36363636363636365,0.5,0.5328871987802585,0.524106830185644,0.11693471340226766,0.125380985412642,0.23052857142857142,0.18312499999999998,0.1424904258570944,0.1829887347693101,-0.03844136632598166,-0.008780368594614507,-0.003557019903173697,0.0404983089122157,0.05160000000000001,-0.047403571428571434,-4.657531694500505e-05,0.008446272010374345,0.0,-2,-0.2
187,181911110184,1819,2018-11-11,CHO,113,DET,103,0,1527.3977017021468,1540.2654609074134,1489.8958852718724,1477.028126066606,1,False,False,0.5284946236559139,0.2010752688172043,0.2430999999999999,0.1033811724641206,0.4914163090128756,0.213519313304721,0.2483,0.1218575768704303,-37.5018164302744,0,0,-1,0.6,0.5,0.5,1,0.4,0.5,0.5454545454545454,0.5,0.54744564924898,0.526198517287622,0.12086758161652199,0.101359843032416,0.2246,0.22474,0.21662211906907217,0.19019683522922998,-0.037078314643038346,-0.021247131961357968,0.012444044487516681,-0.02642528383984219,0.0052000000000000934,0.00014000000000000123,0.01847640440630971,-0.019507738584105982,-0.0,2,5.551115123125783e-17
193,181911120193,1819,2018-11-12,DAL,103,CHI,98,0,1393.0961200452325,1401.8565372669782,1356.8194440646837,1348.0590268429376,1,False,False,0.5256709451575263,0.2193698949824971,0.2358999999999999,0.1567974772249474,0.5081018518518517,0.2013888888888888,0.1839,0.1290893334296237,-36.276675980548816,0,0,1,0.4,0.3,0.3333333333333333,1,0.4,0.4,0.3076923076923077,0.5,0.5014402288025674,0.5157704170802793,0.11438280382821704,0.13467027317576455,0.2231833333333333,0.18744285714285708,0.1645202436707527,0.17068805424099934,-0.017569093305674577,0.01433018827771182,-0.01798100609360828,0.0061678105702466235,-0.05199999999999988,-0.03574047619047621,-0.027708143795323714,0.020287469347547507,-0.0,0,0.0
194,181911120194,1819,2018-11-12,UTA,96,MEM,88,0,1610.91088842909,1617.78303286015,1440.3414875680903,1433.4693431370304,0,False,False,0.5311377245508982,0.2467065868263473,0.2363999999999999,0.1295477605450065,0.5238095238095237,0.2356532356532356,0.1875,0.1222999924738466,-170.56940086099962,0,0,1,0.4,0.5,0.5,1,0.6,0.7,0.6363636363636364,0.5,0.5477433727219879,0.5073063536492777,0.13605823576771636,0.12438759122244532,0.23148333333333335,0.19376,0.22714505010723796,0.2192278178622134,-0.007328200741374524,-0.040437019072710245,-0.011053351173111708,-0.007917232245024552,-0.04889999999999989,-0.03772333333333336,-0.007247768071159899,-0.011670644545271044,-0.0,0,0.19999999999999996
195,181911120195,1819,2018-11-12,BRK,113,MIN,120,1,1467.8907263696865,1462.698819418294,1485.0579700435128,1490.2498769949054,1,False,False,0.5188053097345132,0.1747787610619469,0.2462,0.1100266193433895,0.4739638682252923,0.1806588735387885,0.2438,0.1076213107414677,17.167243673826306,1,0,-1,0.6,0.5,0.46153846153846156,-1,0.0,0.3,0.3076923076923077,0.5,0.5457892944765461,0.49688840491477126,0.13712631015075993,0.1027668028058768,0.19458749999999997,0.2529,0.1666501842485018,0.22773591125094755,-0.044841441509220925,-0.04890088956177485,0.005880112476841615,0.061085727002445744,-0.0024000000000000132,0.058312500000000045,-0.002405308601921799,-0.03435950734488313,0.0,0,-0.6
196,181911120196,1819,2018-11-12,PHO,101,OKC,118,1,1285.3157079815574,1283.213911913343,1578.3005008691575,1580.4022969373718,1,False,False,0.4958283671036949,0.202622169249106,0.1929999999999999,0.1652239502891418,0.5065645514223194,0.2078774617067833,0.2693,0.1198531161810207,292.9847928876002,1,0,-1,0.2,0.1,0.16666666666666666,-1,0.8,0.7,0.5833333333333334,0.0,0.5244630967803501,0.48801185965337385,0.14483223522172645,0.11402466761676255,0.19417999999999996,0.2677833333333333,0.18899857015567548,0.23429601236557154,0.010736184318624498,-0.03645123712697623,0.0052552924576773075,0.045297442209896066,0.07630000000000009,0.07360333333333335,-0.04537083410812111,-0.030807567604963892,0.0,0,0.6000000000000001
189,181911120197,1819,2018-11-12,SAS,99,SAC,104,1,1545.417040604185,1538.4539521835177,1448.2935757364262,1455.2566641570938,1,False,False,0.5022197558268591,0.2086570477247503,0.2122,0.1063867830067229,0.5240963855421688,0.180722891566265,0.2136,0.1279732450602327,-97.12346486775891,0,1,1,0.6,0.6,0.6363636363636364,-1,0.4,0.6,0.5384615384615384,0.5,0.4989584888689081,0.5277018678019486,0.09987168543289775,0.12145200783903665,0.2436,0.21511666666666662,0.21121683280521236,0.1642951873739185,0.02187662971530968,0.02874337893304052,-0.027934156158485296,-0.046921645431293874,0.0014000000000000123,-0.028483333333333388,0.021586462053509795,0.0215803224061389,-0.0,-2,-0.39999999999999997
190,181911120190,1819,2018-11-12,ORL,109,WAS,117,1,1393.5849319190302,1388.469527221036,1430.5028871151594,1435.6182918131535,1,True,False,0.5027472527472527,0.1362637362637362,0.2032999999999999,0.1162790697674418,0.5102156640181612,0.2292849035187287,0.1964999999999999,0.1317672519110614,36.91795519612924,1,0,1,0.8,0.5,0.46153846153846156,1,0.4,0.3,0.25,0.5,0.4781672644737135,0.506214222343188,0.1159044639751857,0.13242720389877316,0.20716,0.21014999999999995,0.15553584789156322,0.20084893322094766,0.0074684112709084705,0.02804695786947453,0.09302116725499252,0.04531308532938444,-0.0068000000000000005,0.002989999999999937,0.015488182143619592,0.016522739923587465,36.91795519612924,0,-0.4
191,181911120191,1819,2018-11-12,PHI,124,MIA,114,0,1580.4579497565608,1590.6672859397154,1476.036204266812,1465.8268680836577,0,False,False,0.5040792540792541,0.2797202797202797,0.2256,0.1548830717908567,0.5196629213483146,0.2112359550561797,0.2518,0.1385231042856654,-104.42174548974867,0,0,-1,0.6,0.6,0.5714285714285714,-1,0.4,0.4,0.4166666666666667,0.5,0.5298131947208338,0.4964829007656238,0.12271042116943298,0.12397295502938525,0.22859999999999997,0.2526428571428571,0.2055705988347181,0.19115085771014415,0.015583667269060464,-0.03333029395520998,-0.06848432466409998,-0.014419741124573948,0.02620000000000003,0.024042857142857144,-0.01635996750519131,0.0012625338599522723,-0.0,0,-0.19999999999999996
192,181911120192,1819,2018-11-12,NOP,126,TOR,110,0,1558.1314331608833,1585.6624391680668,1693.4160020256147,1665.8849960184311,1,False,False,0.511731843575419,0.241340782122905,0.2455,0.1303903187318902,0.5659217877094972,0.194413407821229,0.2413999999999999,0.1239859718728966,135.28456886473145,1,1,1,0.4,0.4,0.5,1,1.0,0.9,0.9230769230769231,0.5,0.5497695511781705,0.5432576444370225,0.11675001135404232,0.11974761481202996,0.24078333333333335,0.22247142857142857,0.1998999504377635,0.1528147589497951,0.05418994413407818,-0.006511906741147988,-0.046927374301675984,-0.047085191487968414,-0.0041000000000001036,-0.01831190476190478,-0.00640434685899359,0.0029976034579876354,0.0,0,0.6
197,181911120198,1819,2018-11-12,GSW,116,LAC,121,1,1604.4312378324382,1598.6701438828995,1556.0686140736454,1561.829708023184,1,False,False,0.6073863636363637,0.2113636363636364,0.2255,0.1216849790630256,0.5426136363636364,0.2659090909090909,0.2223,0.1292191348388663,-48.36262375879278,0,1,1,0.8,0.9,0.8461538461538461,1,0.6,0.6,0.5833333333333334,0.5,0.5533998289377876,0.5137686277505843,0.13889304237055072,0.12837731929561894,0.20695999999999995,0.24406666666666663,0.1784141204054116,0.24398796468927228,-0.06477272727272732,-0.03963120118720331,0.05454545454545448,0.06557384428386068,-0.0032000000000000084,0.03710666666666668,0.007534155775840698,-0.010515723074931788,-0.0,0,-0.20000000000000007
198,181911130199,1819,2018-11-13,CHO,89,CLE,113,1,1540.2654609074134,1520.062590809734,1417.5816608201624,1437.7845309178415,0,False,False,0.5325379609544468,0.2039045553145336,0.2357,0.1050898518233089,0.4897377423033067,0.1744583808437856,0.2646,0.1313072771398558,-122.68380008725103,0,1,1,0.6,0.5,0.5384615384615384,-1,0.0,0.1,0.08333333333333333,0.5,0.5447383598785419,0.5162095502072054,0.11836952316617892,0.12175659865793059,0.2272428571428571,0.24903333333333333,0.2144011404616625,0.2290858823606863,-0.04280021865114014,-0.02852880967133653,-0.029446174470748016,0.014684741899023801,0.02890000000000001,0.02179047619047622,0.02621742531654689,0.0033870754917516704,-0.0,-2,-0.8
199,181911130200,1819,2018-11-13,HOU,109,DEN,99,0,1588.656077261884,1603.1321920154778,1589.5120124921718,1575.035897738578,1,False,False,0.4906759906759907,0.1794871794871795,0.2324,0.1224632610216935,0.521690767519466,0.1835372636262514,0.2882,0.1234045553910161,0.8559352302877414,1,1,1,0.6,0.4,0.4166666666666667,-1,0.4,0.6,0.6923076923076923,0.5,0.5058293092938138,0.5133107089987312,0.12202345670939294,0.11611970391704629,0.2074428571428571,0.27067499999999994,0.17768730151580708,0.21668000193566406,0.031014776843475256,0.007481399704917457,0.004050084139071902,0.038992700419856974,0.055800000000000016,0.06323214285714285,0.0009412943693225956,-0.005903752792346645,0.0,-2,-0.39999999999999997
200,181911130201,1819,2018-11-13,ATL,103,GSW,110,1,1336.447308781705,1335.005135324541,1598.6701438828995,1600.1123173400636,1,False,False,0.5017103762827821,0.209806157354618,0.2054,0.1557472444718285,0.6010158013544018,0.2065462753950338,0.2284,0.123520420858067,262.2228351011945,1,0,-1,0.2,0.2,0.23076923076923078,-1,0.6,0.8,0.7857142857142857,0.5,0.5108968367920792,0.5710748178037427,0.14313694231123536,0.1319216301087639,0.1843,0.2159625,0.1704781074185438,0.1921287374336893,0.09930542507161966,0.060177981011663495,-0.003259881959584182,0.0216506300151455,0.022999999999999993,0.03166250000000001,-0.0322268236137615,-0.011215312202471461,0.0,0,0.39999999999999997
206,181911140208,1819,2018-11-14,NOP,100,MIN,107,1,1585.6624391680668,1577.3911031944156,1490.2498769949054,1498.5212129685567,1,False,False,0.5260821309655938,0.2153163152053274,0.2533,0.1347524988912769,0.484508547008547,0.1858974358974359,0.2524,0.113912775360581,-95.4125621731614,0,1,1,0.6,0.4,0.5384615384615384,1,0.2,0.3,0.35714285714285715,0.5,0.544335592949206,0.49306764879985815,0.11869862669373488,0.10357588746180862,0.24145714285714287,0.25138333333333335,0.20582006924992657,0.21988973829892103,-0.041573583957046745,-0.05126794414934782,-0.0294188793078915,0.014069669048994454,-0.0009000000000000119,0.009926190476190477,-0.02083972353069591,-0.015122739231926252,-0.0,0,-0.39999999999999997
210,181911140203,1819,2018-11-14,CLE,95,WAS,119,1,1437.7845309178415,1425.2526559774765,1435.6182918131535,1448.150166753519,1,False,False,0.4982618771726536,0.1784472769409038,0.2705,0.1338958180484226,0.5205882352941177,0.2447058823529412,0.1992,0.1350577796858788,-2.1662391046879748,0,1,1,0.2,0.2,0.15384615384615385,1,0.6,0.3,0.3076923076923077,0.5,0.5060503359944287,0.5070145106781826,0.12051095473960838,0.1322952135012308,0.25049999999999994,0.20741999999999994,0.22062106007350576,0.20653612728050388,0.022326358121464107,0.0009641746837538712,0.0662586054120374,-0.01408493279300188,-0.07130000000000003,-0.04308000000000001,0.001161961637456188,0.011784258761622424,-0.0,0,0.39999999999999997
201,181911140210,1819,2018-11-14,UTA,68,DAL,118,1,1617.78303286015,1571.2462029875355,1401.8565372669782,1448.3933671395926,0,False,False,0.5353293413173652,0.2526946107784431,0.2424,0.1291872944747588,0.527876631079478,0.2218268090154211,0.2193,0.1612164352667559,-215.9264955931717,0,1,1,0.6,0.6,0.5384615384615384,1,0.6,0.3,0.38461538461538464,1.0,0.5453711372689751,0.5045783213785134,0.1351281678787578,0.12037309144876031,0.23218571428571427,0.22758333333333333,0.229939555352825,0.17246864494855788,-0.0074527102378871835,-0.04079281589046169,-0.03086780176302198,-0.057470910404267134,-0.02310000000000001,-0.004602380952380941,0.03202914079199709,-0.014755076429997502,-0.0,0,0.0
202,181911140205,1819,2018-11-14,MIA,120,BRK,107,0,1465.8268680836577,1482.7192266740888,1462.698819418294,1445.8064608278626,1,False,False,0.5233485193621868,0.2232346241457859,0.2418,0.1396407268213633,0.5152505446623095,0.1753812636165577,0.259,0.1076040172166427,-3.1280486653636217,0,0,-1,0.4,0.4,0.38461538461538464,-1,0.6,0.4,0.42857142857142855,0.5,0.49661475370433406,0.543716499483215,0.12220707292556961,0.14358279218537678,0.23851999999999998,0.19749999999999995,0.18274230132292085,0.16415321101611505,-0.008097974699877386,0.04710174577888093,-0.0478533605292282,-0.018589090306805806,0.01720000000000002,-0.04102000000000003,-0.032036709604720603,0.021375719259807177,-0.0,0,0.19999999999999996
208,181911140206,1819,2018-11-14,DET,106,TOR,104,0,1477.028126066606,1487.5929586756436,1665.8849960184311,1655.3201634093934,1,False,False,0.4834224598930481,0.2096256684491979,0.2505,0.1224632610216934,0.5464088397790056,0.2,0.2502999999999999,0.1202091815246384,188.85686995182505,1,1,-1,0.4,0.4,0.5,-1,0.8,0.8,0.8571428571428571,0.5,0.5079350752000841,0.5460906623460818,0.10977023201706415,0.12027740944463829,0.2359,0.22483749999999997,0.19691653283395127,0.15801459005872434,0.06298637988595746,0.03815558714599776,-0.009625668449197877,-0.03890194277522693,-0.000200000000000089,-0.01106250000000003,-0.0022540794970550004,0.010507177427574135,0.0,0,0.4
203,181911140212,1819,2018-11-14,POR,117,LAL,126,1,1644.9779546139932,1634.1698171451217,1515.6222645423052,1526.4304020111767,0,False,False,0.5322398190045248,0.2171945701357465,0.268,0.1222733925957659,0.5375408052230685,0.1599564744287268,0.2465,0.1394225864590063,-129.35569007168806,0,1,1,0.8,0.8,0.7692307692307693,1,0.8,0.7,0.5384615384615384,0.5,0.5074615420702346,0.5346738679943158,0.12296256333374112,0.129691369533041,0.2403,0.21905714285714284,0.19444812729389915,0.1833170874710763,0.005300986218543691,0.027212325924081182,-0.05723809570701971,-0.011131039822822847,-0.02150000000000002,-0.021242857142857174,0.01714919386324039,0.006728806199299886,-0.0,0,0.0
211,181911140207,1819,2018-11-14,MEM,116,MIL,113,0,1433.4693431370304,1445.7254171401933,1623.6728537379436,1611.416779734781,1,False,False,0.5061199510403916,0.2215422276621787,0.1863,0.1235553527980535,0.5657327586206897,0.1896551724137931,0.2045,0.1233425840271353,190.2035106009132,1,1,-1,0.4,0.6,0.5833333333333334,1,0.6,0.7,0.7692307692307693,0.5,0.5155351925621242,0.5299181509790156,0.12635486949438665,0.1301428940495504,0.20181666666666664,0.2343166666666667,0.21719016234942556,0.18561193266013454,0.05961280758029808,0.014382958416891412,-0.031887055248385615,-0.031578229689291026,0.018199999999999994,0.03250000000000006,-0.00021276877091820634,0.0037880245551637493,0.0,2,0.39999999999999997
204,181911140209,1819,2018-11-14,NYK,103,OKC,128,1,1370.0666707835828,1365.658380102744,1580.4022969373718,1584.8105876182108,1,False,False,0.4793526785714286,0.2064732142857143,0.2843,0.1356113740800884,0.5121951219512195,0.2106430155210643,0.2655,0.1177448400055409,210.335626153789,1,0,-1,0.2,0.3,0.2857142857142857,1,0.8,0.8,0.6153846153846154,0.5,0.5036726044965609,0.49066224419179466,0.11771563150915941,0.11485730312594229,0.23634285714285716,0.26799999999999996,0.16386245117110315,0.23052193370003038,0.03284244337979092,-0.013010360304766266,0.00416980123534999,0.06665948252892723,-0.018799999999999983,0.0316571428571428,-0.017866534074547483,-0.002858328383217118,0.0,2,0.8
207,181911140202,1819,2018-11-14,PHI,106,ORL,111,1,1590.6672859397154,1580.8118151699791,1388.469527221036,1398.3249979907723,0,False,False,0.5129564193168433,0.2944640753828033,0.2334,0.1504677397166047,0.5132450331125828,0.1379690949227373,0.2062999999999999,0.1190433245553912,-202.19775871867932,0,1,1,0.6,0.7,0.6,-1,0.6,0.4,0.42857142857142855,0.5,0.5265964521406362,0.47624257286732063,0.12673200249711097,0.11366577446580999,0.228225,0.2078375,0.21483930894541328,0.15382932224416077,0.00028861379573952295,-0.05035387927331558,-0.156494980460066,-0.06100998670125252,-0.027100000000000096,-0.020387500000000003,-0.03142441516121351,-0.013066228031300989,-0.0,-2,-0.2
205,181911140211,1819,2018-11-14,SAS,96,PHO,116,1,1538.4539521835177,1511.909128299371,1283.213911913343,1309.7587357974892,0,False,False,0.5033783783783784,0.2139639639639639,0.203,0.1147529226134978,0.4976019184652278,0.2038369304556354,0.1913,0.1636409662953855,-255.24004027017463,0,1,-1,0.4,0.6,0.5833333333333334,-1,0.2,0.1,0.15384615384615385,1.0,0.49961074226049823,0.5241778826327693,0.10117470494766279,0.15154964830767761,0.23732000000000003,0.1959571428571428,0.21070487578911995,0.1961125310916771,-0.005776459913150622,0.02456714037227109,-0.010127033508328498,-0.01459234469744286,-0.011700000000000016,-0.04136285714285723,0.04888804368188769,0.05037494336001483,-0.0,0,-0.2
209,181911140204,1819,2018-11-14,CHI,82,BOS,111,1,1348.0590268429376,1343.7214387227384,1580.3182565956836,1584.6558447158827,1,False,False,0.4977168949771689,0.1894977168949772,0.1756,0.1307025710807133,0.507847533632287,0.1704035874439461,0.1922999999999999,0.1124981855131368,232.25922975274602,1,0,-1,0.4,0.3,0.2857142857142857,-1,0.2,0.5,0.5384615384615384,0.5,0.5155395381727288,0.4977010607813489,0.13314935873846703,0.12495382293903343,0.18909999999999996,0.22895,0.17118551940500273,0.1832353504898396,0.01013063865511804,-0.017838477391379892,-0.01909412945103109,0.01204983108483687,0.01669999999999988,0.039850000000000024,-0.01820438556757649,-0.008195535799433606,0.0,0,-0.2
212,181911150213,1819,2018-11-15,GSW,86,HOU,107,1,1600.1123173400636,1588.9662860268477,1603.1321920154778,1614.2782233286937,1,False,False,0.5841807909604521,0.2033898305084746,0.2303,0.1222602984222174,0.4952380952380952,0.1916666666666666,0.2384,0.1255954153021732,3.0198746754142576,1,0,1,0.6,0.8,0.8,1,0.6,0.5,0.46153846153846156,0.5,0.5623975847208836,0.5163309186939697,0.1360250318192965,0.12448902165382136,0.21004999999999996,0.19417999999999996,0.18390570639844905,0.1807091696336299,-0.08894269572235686,-0.046066666026913894,-0.011723163841807993,-0.0031965367648191523,0.008099999999999996,-0.015869999999999995,0.003335116879955788,-0.011536010165475147,0.0,0,0.0
213,181911150214,1819,2018-11-15,ATL,93,DEN,138,1,1335.005135324541,1329.263751239373,1575.035897738578,1580.777281823746,1,False,False,0.5045714285714286,0.1977142857142857,0.2086999999999999,0.1562338155577806,0.5205479452054795,0.1872146118721461,0.2761,0.1290415083518531,240.03076241403687,1,0,-1,0.0,0.1,0.21428571428571427,-1,0.2,0.5,0.6428571428571429,0.5,0.5097485292284171,0.5142418266121462,0.14471323008130949,0.11692913185859849,0.18693749999999998,0.2726222222222222,0.17539411366055307,0.21299747545684042,0.015976516634050975,0.004493297383729167,-0.010499673842139595,0.03760336179628734,0.0674000000000001,0.08568472222222223,-0.027192307205927496,-0.027784098222710996,0.0,0,0.2
214,181911150215,1819,2018-11-15,SAS,111,LAC,116,1,1511.909128299371,1508.1802338554903,1561.829708023184,1565.558602467065,1,True,False,0.4897025171624714,0.2070938215102974,0.2109,0.1240627377114499,0.5425170068027211,0.2698412698412698,0.2075999999999999,0.1301051180423918,49.92057972381281,1,0,-1,0.2,0.5,0.5384615384615384,1,0.8,0.6,0.6153846153846154,0.5,0.5002386816134783,0.5178893432667346,0.10343774122530196,0.12849757865894,0.23160000000000003,0.24095714285714281,0.21124805715159392,0.24711955414924636,0.05281448964024971,0.01765066165325635,0.06274744833097243,0.035871496997652436,-0.0033000000000001084,0.009357142857142786,0.006042380330941899,0.02505983743363803,49.92057972381281,2,0.8
215,181911160221,1819,2018-11-16,POR,96,MIN,112,1,1634.1698171451217,1618.2188899553391,1498.5212129685567,1514.4721401583392,0,False,False,0.5224719101123596,0.2157303370786517,0.2616,0.1248760096358226,0.4838709677419355,0.1967741935483871,0.2430999999999999,0.1141552511415525,-135.64860417656496,0,1,-1,0.8,0.7,0.7142857142857143,1,0.4,0.4,0.4,0.5,0.5124171974570927,0.49184491997252794,0.12282472918614606,0.10505258573306182,0.24584,0.25152857142857143,0.19899741586226863,0.21503369509870887,-0.03860094237042411,-0.02057227748456475,-0.01895614353026459,0.016036279236440243,-0.0185000000000001,0.005688571428571432,-0.010720758494270094,-0.01777214345308424,-0.0,2,-0.2
