,game_id,season,date,away_team,away_score,home_team,home_score,result,away_elo_i,away_elo_n,home_elo_i,home_elo_n,elo_pred,away_back_to_back,home_back_to_back,a_eFGp,a_FTr,a_ORBp,a_TOVp,h_eFGp,h_FTr,h_ORBp,h_TOVp,elo_diff,favorite_is_home,is_upset,away_streak,away_last_5_win_pct,away_last_10_win_pct,away_last_15_win_pct,home_streak,home_last_5_win_pct,home_last_10_win_pct,home_last_15_win_pct,away_vs_home_win_pct,a_eFGp_10,h_eFGp_10,a_TOVp_10,h_TOVp_10,a_ORBp_10,h_ORBp_10,a_FTr_10,h_FTr_10,eFGp_diff,eFGp_roll_diff,FTr_diff,FTr_roll_diff,ORBp_diff,ORBp_roll_diff,TOVp_diff,TOVp_roll_diff,elo_diff_back_to_back,streak_vs_opp_streak,momentum_factor
742,181901270738,1819,2019-01-27,TOR,123,DAL,120,0,1643.954284689244,1648.4512308517576,1488.0149911125875,1483.5180449500742,0,False,False,0.534934497816594,0.2074235807860262,0.2392,0.1211881596589541,0.5028835063437139,0.2076124567474048,0.2578,0.1155151252617139,-155.9392935766566,0,0,-1,0.6,0.7,0.6666666666666666,1,0.4,0.4,0.4,0.5,0.5185499010064891,0.510446121347204,0.1103680990666541,0.12905266070411076,0.21712999999999996,0.23998999999999998,0.20120990491888602,0.23400307928233932,-0.03205099147288004,-0.008103779659285104,0.00018887596137859286,0.032793174363453303,0.018599999999999978,0.02286000000000002,-0.005673034397240206,0.01868456163745666,-0.0,2,5.551115123125783e-17
737,181901270739,1819,2019-01-27,ORL,98,HOU,103,1,1417.806530290598,1415.8228533852016,1591.107920792769,1593.0915976981653,1,False,False,0.5186651583710407,0.173076923076923,0.2048,0.114267953780898,0.5280269058295964,0.2937219730941703,0.2025,0.1097514604721905,173.301390502171,1,0,-1,0.2,0.3,0.3333333333333333,1,0.6,0.6,0.6666666666666666,0.5,0.4987864459776151,0.5434676629909807,0.12327513291433927,0.11748197571219972,0.20120999999999997,0.23371999999999998,0.18537803234296507,0.2539428386433087,0.00936174745855578,0.04468121701336558,0.12064505001724732,0.06856480630034362,-0.0022999999999999965,0.03251000000000001,-0.0045164933087075,-0.005793157202139548,0.0,2,0.6
739,181901270737,1819,2019-01-27,MIL,112,OKC,118,1,1676.6771655679188,1669.277772805224,1588.51121234305,1595.9106051057447,1,False,False,0.5513392857142858,0.1941964285714285,0.1672,0.112753695815585,0.5430851063829787,0.2191489361702127,0.242,0.1083232567513099,-88.16595322486887,0,1,1,1.0,0.8,0.8666666666666667,1,0.8,0.5,0.6,0.5,0.5417486372269178,0.5137922173608894,0.11713622156350215,0.11754140244919528,0.19678,0.24616,0.19821934554281295,0.19436281184563645,-0.008254179331307121,-0.02795641986602837,0.0249525075987842,-0.0038565336971765063,0.0748,0.04937999999999998,-0.004430439064275107,0.00040518088569313493,-0.0,0,-0.19999999999999996
740,181901270736,1819,2019-01-27,SAC,108,LAC,122,1,1461.8571422207838,1455.0159042603914,1510.971145326104,1517.8123832864962,1,False,False,0.5110864745011087,0.1407982261640798,0.2397,0.1322937980667466,0.5109699769053118,0.2136258660508083,0.1808,0.1142463368634847,49.11400310532031,1,0,1,0.4,0.6,0.4666666666666667,1,0.6,0.4,0.4666666666666667,0.0,0.5308034517095618,0.5374498587380957,0.11210905410304746,0.12768475051271233,0.23165999999999998,0.23117999999999994,0.15639229524011405,0.26394422986745913,-0.000116497595796905,0.006646407028533918,0.0728276398867285,0.10755193462734508,-0.05890000000000001,-0.00048000000000003595,-0.018047461203261894,0.015575696409664871,0.0,0,0.19999999999999996
738,181901270742,1819,2019-01-27,MIA,106,NYK,97,0,1492.4771360811449,1499.2650271444577,1302.7717115149464,1295.9838204516336,0,False,False,0.5257177033492824,0.1471291866028708,0.2150999999999999,0.1324490869467197,0.4819209039548022,0.2248587570621468,0.2056,0.1066958361725782,-189.70542456619842,0,0,1,0.4,0.4,0.4666666666666667,-1,0.0,0.1,0.06666666666666667,0.5,0.5172850003193497,0.48724599718055883,0.12099825009086825,0.11117517886639842,0.25359,0.22062999999999997,0.16119402157211843,0.20586497851451702,-0.04379679939448017,-0.03003900313879082,0.077729570459276,0.04467095694239859,-0.009499999999999897,-0.03296000000000002,-0.025753250774141492,-0.00982307122446982,-0.0,-2,-0.6000000000000001
734,181901270743,1819,2019-01-27,PHO,102,LAL,116,1,1291.963101036268,1288.7872105690865,1489.4466118791013,1492.622502346283,1,False,False,0.4901960784313725,0.2168396770472895,0.1896,0.1282051282051282,0.505524861878453,0.194475138121547,0.2488,0.134878354993044,197.4835108428333,1,0,-1,0.0,0.2,0.13333333333333333,-1,0.4,0.4,0.3333333333333333,0.0,0.5108687463359091,0.5259089349009144,0.13178284619379832,0.13146885502192732,0.21345999999999998,0.21291999999999994,0.1939800985919628,0.18335941124602617,0.015328783447080552,0.01504018856500533,-0.0223645389257425,-0.01062068734593663,0.0592,-0.0005400000000000404,0.0066732267879157925,-0.0003139911718710031,0.0,0,0.4
743,181901280744,1819,2019-01-28,NYK,92,CHO,101,1,1295.9838204516336,1293.4539059105168,1484.1581606355933,1486.68807517671,1,False,False,0.4777397260273973,0.2328767123287671,0.1919999999999999,0.1097161768408935,0.5154285714285715,0.2148571428571428,0.2382,0.1205830862124406,188.17434018395966,1,0,-1,0.0,0.1,0.06666666666666667,-1,0.6,0.5,0.4666666666666667,1.0,0.48049999427736517,0.510021133326918,0.10684613238145349,0.10533032494513377,0.20572,0.20371999999999998,0.19464151404573254,0.21088208001415826,0.037688845401174176,0.029521139049552836,-0.018019569471624308,0.016240565968425713,0.0462000000000001,-0.0020000000000000018,0.010866909371547093,-0.0015158074363197244,0.0,0,0.6
744,181901280745,1819,2019-01-28,GSW,132,IND,100,0,1673.8135570234192,1699.4932879536557,1605.7961562096727,1580.1164252794365,1,False,False,0.6003218884120172,0.1791845493562231,0.2581,0.1042360113520899,0.5226019845644984,0.1984564498346196,0.2362999999999999,0.100864038846044,-68.01740081374646,0,0,1,1.0,1.0,0.8,-1,0.6,0.6,0.7333333333333333,0.5,0.5652229966012665,0.5391485933181481,0.11215523842186056,0.12142846827300469,0.23421999999999996,0.23695,0.18440090829370304,0.18842756591740437,-0.07771990384751881,-0.026074403283118386,0.019271900478396498,0.00402665762370133,-0.021800000000000097,0.002730000000000038,-0.0033719725060459005,0.009273229851144121,-0.0,-2,-0.6000000000000001
745,181901280746,1819,2019-01-28,BRK,104,BOS,112,1,1517.8474311660298,1513.7424535447435,1600.3873926224403,1604.4923702437266,1,False,False,0.5299999999999999,0.2177777777777778,0.2652,0.1357072138199447,0.5385044642857143,0.1863839285714285,0.2357,0.1198568872987477,82.53996145641054,1,0,1,1.0,0.8,0.7333333333333333,-1,0.8,0.6,0.6666666666666666,0.0,0.5424193155700795,0.5444239172352225,0.13224897888257817,0.11564525995334449,0.23213,0.21329999999999996,0.2306171803599172,0.18580416668625388,0.008504464285714386,0.0020046016651430465,-0.0313938492063493,-0.04481301367366333,-0.0295,-0.01883000000000004,-0.015850326521196986,-0.01660371892923368,0.0,-2,-0.39999999999999997
746,181901280747,1819,2019-01-28,DEN,95,MEM,92,0,1590.8880300674407,1594.5786273658362,1388.7098788428978,1385.0192815445023,0,False,False,0.5600220264317181,0.1674008810572687,0.2798,0.1020150223891376,0.4964200477326968,0.1992840095465393,0.2061,0.129182156133829,-202.17815122454294,0,0,1,0.8,0.7,0.7333333333333333,1,0.2,0.2,0.13333333333333333,0.0,0.5300997241348104,0.5025638700504718,0.11596287059643032,0.13343374207060169,0.28181999999999996,0.18657999999999997,0.17646816148663658,0.18935307152782038,-0.06360197869902123,-0.027535854084338673,0.03188312848927061,0.012884910041183806,-0.07369999999999999,-0.09523999999999999,0.027167133744691402,0.017470871474171368,-0.0,0,-0.6000000000000001
747,181901280748,1819,2019-01-28,ATL,123,LAC,118,0,1376.7091315044615,1390.664250287999,1517.8123832864962,1503.8572645029587,1,False,True,0.53429203539823,0.1769911504424778,0.3073,0.1568860244233378,0.505226480836237,0.2253193960511033,0.1959,0.1207860104561024,141.1032517820347,1,1,-1,0.4,0.4,0.4,1,0.8,0.4,0.4666666666666667,0.5,0.5216516226808234,0.5369936903593319,0.1560406493070054,0.12532047979019295,0.29328,0.22672999999999996,0.1851140115817775,0.25842509604243247,-0.029065554561993,0.015342067678508431,0.0483282456086255,0.07331108446065496,-0.11140000000000003,-0.06655000000000003,-0.03610001396723539,-0.030720169516812446,-141.1032517820347,2,0.6000000000000001
754,181901290752,1819,2019-01-29,CHI,117,BRK,122,1,1271.8442050788017,1270.4893521513652,1513.7424535447435,1515.09730647218,1,False,False,0.488162344983089,0.19391206313416,0.2118,0.1116192965261897,0.5135869565217391,0.208695652173913,0.2806,0.1395154553049289,241.89824846594183,1,0,-1,0.2,0.1,0.13333333333333333,-1,0.8,0.7,0.6666666666666666,0.5,0.4975001330143895,0.5414951839874644,0.12493162709447851,0.13140813549203564,0.18889999999999998,0.23653,0.16313428132116436,0.233677531783924,0.02542461153865011,0.043995050973074934,0.014783589039752992,0.07054325046275964,0.06880000000000003,0.047630000000000006,0.027896158778739202,0.006476508397557132,0.0,0,0.6000000000000001
749,181901290754,1819,2019-01-29,PHO,124,SAS,126,1,1288.7872105690865,1288.093209520954,1581.6068676296327,1582.3008686777648,1,False,False,0.4774305555555555,0.2314814814814814,0.2027999999999999,0.1255654899725715,0.5645161290322581,0.1831797235023041,0.1896999999999999,0.1259905780958989,292.8196570605462,1,0,-1,0.0,0.1,0.13333333333333333,1,0.6,0.5,0.6666666666666666,0.0,0.5107933315546119,0.5647715235924189,0.13102422232366367,0.1133270717715746,0.21294999999999997,0.19010999999999997,0.19971384005234788,0.2050938392292568,0.0870855734767026,0.05397819203780696,-0.048301757979177296,0.005379999176908928,-0.0131,-0.02284,0.000425088123327394,-0.017697150552089078,0.0,2,0.8
750,181901290753,1819,2019-01-29,NOP,121,HOU,116,0,1521.6965188597328,1533.5780163878917,1593.0915976981653,1581.2101001700066,1,False,False,0.5383759733036707,0.2157953281423804,0.1993,0.1094014680971202,0.5200892857142858,0.2790178571428571,0.1987,0.1083714800943265,71.39507883843248,1,1,-1,0.2,0.4,0.4666666666666667,1,0.8,0.6,0.6666666666666666,1.0,0.5430533513065801,0.5435885895691728,0.11475843510197374,0.11585098924671992,0.24128,0.22927,0.22012126273199897,0.260788218312678,-0.018286687589384898,0.0005352382625927188,0.0632225290004767,0.04066695558067904,-0.0006000000000000172,-0.012009999999999993,-0.0010299880027937053,0.0010925541447461828,0.0,2,0.8
748,181901290755,1819,2019-01-29,PHI,121,LAL,105,0,1618.2922660946724,1631.052007793846,1492.622502346283,1479.862760647109,0,False,False,0.5721590909090909,0.2238636363636363,0.2773,0.1372099485896901,0.5237045203969128,0.1885336273428886,0.2624999999999999,0.1314621320767602,-125.66976374838941,0,0,-1,0.6,0.6,0.6666666666666666,1,0.4,0.5,0.4,0.5,0.5473904610262048,0.5216368596852509,0.12604883798225033,0.13249390578121925,0.24447000000000002,0.21536999999999998,0.22020146979572566,0.18624990751432124,-0.04845457051217805,-0.025753601340953947,-0.035330009020747705,-0.03395156228140442,-0.01480000000000009,-0.029100000000000042,-0.00574781651292991,0.006445067798968918,-0.0,2,5.551115123125783e-17
752,181901290751,1819,2019-01-29,OKC,126,ORL,117,0,1595.9106051057447,1602.9862547835014,1415.8228533852016,1408.747203707445,0,False,False,0.549154334038055,0.2198731501057082,0.2484,0.105305385618293,0.5190156599552572,0.1621923937360178,0.2287,0.1111273045252495,-180.0877517205431,0,0,1,1.0,0.6,0.6,-1,0.2,0.3,0.26666666666666666,0.5,0.5133063359700109,0.49906172933414394,0.1187064582582048,0.12283799674252949,0.2518699999999999,0.19174999999999998,0.19580544090735258,0.17372100457259693,-0.0301386740827978,-0.014244606635866908,-0.05768075636969042,-0.022084436334755653,-0.019700000000000023,-0.06011999999999995,0.005821918906956505,0.004131538484324682,-0.0,-2,-1.0
753,181901290750,1819,2019-01-29,MIL,115,DET,105,0,1669.277772805224,1675.6663227253691,1451.563979589903,1445.175429669758,0,False,False,0.544701986754967,0.1887417218543046,0.1747,0.1117100503581814,0.4994117647058823,0.1894117647058823,0.2084,0.1181279531988299,-217.71379321532095,0,0,-1,0.8,0.8,0.8,-1,0.4,0.4,0.3333333333333333,1.0,0.5437996061570906,0.49638415993521734,0.11615366317582013,0.12592164804957734,0.1939,0.23781999999999998,0.19768383144928317,0.18950291737981292,-0.04529022204908467,-0.047415446221873214,0.0006700428515777068,-0.008180914069470246,0.03370000000000001,0.04391999999999999,0.006417902840648498,0.009767984873757213,-0.0,0,-0.4
751,181901290749,1819,2019-01-29,WAS,113,CLE,116,1,1482.290795197101,1474.5903710791642,1285.7300788893244,1293.4305030072612,0,False,False,0.5413907284768212,0.1743929359823399,0.204,0.1198406823869444,0.4925373134328358,0.208955223880597,0.2041,0.1100029334115576,-196.5607163077766,0,1,-1,0.6,0.6,0.5333333333333333,1,0.2,0.2,0.13333333333333333,0.0,0.5358152076461439,0.4952933197911342,0.12007799134625523,0.11112266559454875,0.19459,0.21288999999999997,0.18056973094913514,0.18051145808372754,-0.04885341504398544,-0.04052188785500965,0.034562287898257105,-5.827286540760479e-05,0.00010000000000001674,0.018299999999999955,-0.009837748975386792,-0.008955325751706475,-0.0,2,-0.19999999999999996
755,181901300761,1819,2019-01-30,IND,89,WAS,107,1,1580.1164252794365,1564.5749939631976,1474.5903710791642,1490.1318023954032,0,False,False,0.5237045203969128,0.1907386990077177,0.2318,0.1020663968771263,0.5487668161434978,0.1760089686098654,0.1788,0.1189326465643667,-105.52605420027226,0,1,-1,0.6,0.6,0.6666666666666666,-1,0.4,0.5,0.5333333333333333,0.5,0.5329842966335387,0.5346857492434163,0.12410897234859672,0.12375781181202747,0.23704999999999993,0.20106000000000002,0.18120047982839893,0.1841046226682102,0.025062295746584917,0.0017014526098775296,-0.014729730397852303,0.0029041428398112745,-0.05300000000000002,-0.03598999999999991,0.01686624968724039,-0.0003511605365692505,-0.0,0,-0.19999999999999996
756,181901300762,1819,2019-01-30,ATL,113,SAC,135,1,1390.664250287999,1382.008117632627,1455.0159042603914,1463.672036915763,1,False,False,0.5377777777777778,0.1944444444444444,0.3122000000000001,0.1564826092840709,0.503901895206243,0.1583054626532887,0.25,0.1346546504259663,64.35165397239234,1,0,1,0.4,0.4,0.4,-1,0.4,0.5,0.4,0.5,0.5233547683141876,0.5214000807352189,0.1557817532522448,0.10476623592116012,0.29745999999999995,0.21939999999999998,0.18254586604696071,0.16341754557714278,-0.03387588257153484,-0.0019546875789686613,-0.03613898179115568,-0.01912832046981794,-0.06220000000000009,-0.07805999999999996,-0.021827958858104596,-0.051015517331084684,0.0,-2,-0.2
757,181901300760,1819,2019-01-30,DEN,105,NOP,99,0,1594.5786273658362,1603.452584461175,1533.5780163878917,1524.7040592925523,1,False,False,0.5569060773480663,0.1690607734806629,0.2671,0.1016002032004063,0.5357142857142857,0.2131868131868131,0.2152,0.110851197542071,-61.00061097794446,0,0,1,0.8,0.7,0.7333333333333333,1,0.4,0.4,0.4666666666666667,0.0,0.5320035661222445,0.5388434216039258,0.11428308015069996,0.12177867207547297,0.28398999999999996,0.23582999999999993,0.17779841352678968,0.21233341270407208,-0.0211917916337806,0.006839855481681312,0.0441260397061502,0.034534999177282394,-0.0519,-0.048160000000000036,0.009250994341664695,0.007495591924773004,-0.0,0,-0.4
758,181901300763,1819,2019-01-30,UTA,105,POR,132,1,1629.067060245434,1612.6677246383886,1583.4708551201643,1599.87019072721,1,False,False,0.5233485193621867,0.2312072892938496,0.2225,0.1225230942810803,0.5522552255225521,0.2057205720572057,0.2608,0.105920888667355,-45.59620512526976,0,1,1,0.8,0.9,0.8,1,0.8,0.7,0.7333333333333333,1.0,0.5342817585087103,0.5162578211174532,0.13435976518575304,0.11787598146262812,0.22338999999999998,0.23113999999999998,0.20006755453868533,0.20040842265241202,0.028906706160365392,-0.018023937391257072,-0.02548671723664389,0.0003408681137266889,0.03829999999999997,0.007750000000000007,-0.0166022056137253,-0.016483783723124923,-0.0,0,0.0
759,181901300758,1819,2019-01-30,DAL,114,NYK,90,0,1483.5180449500742,1496.4839468959306,1293.4539059105168,1280.4880039646605,0,False,False,0.5098039215686274,0.2168396770472895,0.2560999999999999,0.1118205100458103,0.4796983758700696,0.216937354988399,0.1861999999999999,0.1134118680032194,-190.0641390395574,0,0,-1,0.4,0.4,0.4,-1,0.0,0.0,0.06666666666666667,0.5,0.5129377183745175,0.4844998977305643,0.12881674245262703,0.11021483712347573,0.23767999999999997,0.21735,0.25011476119682097,0.20583429792934096,-0.030105545698557834,-0.028437820643953227,9.767794110951411e-05,-0.04428046326748,-0.06989999999999999,-0.020329999999999987,0.001591357957409098,-0.018601905329151305,-0.0,0,-0.4
760,181901300757,1819,2019-01-30,CHI,105,MIA,89,0,1270.4893521513652,1303.6452645317224,1499.2650271444577,1466.1091147641005,1,True,False,0.4921171171171171,0.1903153153153153,0.2026999999999999,0.1155276363767645,0.5414165666266507,0.148859543817527,0.2145,0.1349565873914684,228.77567499309248,1,1,-1,0.2,0.1,0.06666666666666667,1,0.6,0.5,0.5333333333333333,0.5,0.4966722393988195,0.5111203595053502,0.12166904811100458,0.11855899211811442,0.19496999999999998,0.26542999999999994,0.16651125275913553,0.16591892473755004,0.04929944950953363,0.014448120106530682,-0.041455771497788285,-0.0005923280215854865,0.011800000000000088,0.07045999999999997,0.019428951014703905,-0.0031100559928901594,228.77567499309248,2,0.6
761,181901300756,1819,2019-01-30,CHO,94,BOS,126,1,1486.68807517671,1478.0202896487797,1604.4923702437266,1613.1601557716572,1,False,False,0.510250569476082,0.2004555808656036,0.2339,0.117155113370102,0.5253303964757708,0.1707048458149779,0.244,0.1223577812455667,117.80429506701648,1,0,1,0.6,0.5,0.4666666666666667,1,0.8,0.6,0.6666666666666666,0.0,0.5079198153922346,0.5434656204943951,0.11474687223680709,0.11654837471143584,0.23257999999999995,0.21202999999999994,0.20643975327908365,0.18466113877836943,0.015079826999688795,0.03554580510216043,-0.0297507350506257,-0.021778614500714222,0.010099999999999998,-0.020550000000000013,0.005202667875464709,0.0018015024746287495,0.0,0,0.20000000000000007
762,181901300759,1819,2019-01-30,MEM,97,MIN,99,1,1385.0192815445023,1383.4017318504195,1526.192689009387,1527.8102387034698,1,False,False,0.50181598062954,0.2009685230024213,0.2136999999999999,0.1387905659674354,0.4896963123644251,0.2472885032537961,0.2891,0.109944431186718,141.1734074648848,1,0,-1,0.2,0.1,0.13333333333333333,-1,0.6,0.5,0.5333333333333333,1.0,0.5033579838594975,0.5092591622689111,0.13003117027640693,0.10327046198150536,0.17828999999999998,0.253,0.19403161798137433,0.22292118529270577,-0.012119668265114902,0.005901178409413621,0.04631998025137479,0.028889567311331438,0.07540000000000013,0.07471000000000003,-0.02884613478071739,-0.02676070829490157,0.0,0,0.39999999999999997
763,181901310764,1819,2019-01-31,DAL,89,DET,93,1,1496.4839468959306,1491.2442544487858,1445.175429669758,1450.4151221169027,1,True,False,0.5254335260115607,0.2080924855491329,0.2457,0.1126044315292408,0.5,0.1899179366940211,0.2161,0.1195412604131645,-51.308517226172626,0,1,1,0.6,0.5,0.4,-1,0.2,0.4,0.3333333333333333,0.5,0.5134562167669461,0.4973773851322728,0.12735523640315688,0.12579163139571733,0.23685,0.23082000000000003,0.24639457185767003,0.18563124778174117,-0.02543352601156068,-0.016078831634673274,-0.0181745488551118,-0.060763324075928854,-0.029600000000000015,-0.00602999999999998,0.006936828883923704,-0.0015636050074395447,-51.308517226172626,-2,-0.6
764,181901310765,1819,2019-01-31,IND,100,ORL,107,1,1564.5749939631976,1554.3659799737684,1408.747203707445,1418.956217696874,0,True,False,0.5094444444444445,0.1911111111111111,0.2368999999999999,0.1099706744868035,0.5208105147864184,0.1599123767798466,0.2465,0.1101203266007735,-155.8277902557527,0,1,-1,0.4,0.5,0.6,-1,0.2,0.3,0.26666666666666666,1.0,0.5329957153015383,0.4995663221049898,0.11979626478340547,0.12108784365578977,0.23766999999999996,0.19791999999999996,0.18151715755425704,0.1750391962162802,0.0113660703419739,-0.03342939319654853,-0.031198734331264494,-0.006477961337976845,0.009600000000000108,-0.03975000000000001,0.00014965211397000022,0.0012915788723843052,-155.8277902557527,0,-0.2
765,181901310766,1819,2019-01-31,MIL,105,TOR,92,0,1675.6663227253691,1691.363047728,1648.4512308517576,1632.7545058491269,1,False,False,0.5547486033519554,0.1854748603351955,0.1696,0.1130775029615536,0.5284463894967177,0.2253829321663019,0.2374,0.1143869547268473,-27.215091873611527,0,0,1,0.8,0.8,0.8,1,0.6,0.7,0.7333333333333333,1.0,0.5457114066123425,0.5131573467246514,0.11551933290487575,0.10800972238778517,0.19073,0.21616,0.19653575669366802,0.20581559151006285,-0.026302213855237677,-0.03255405988769111,0.039908071831106395,0.009279834816394827,0.0678,0.02542999999999998,0.0013094517652937065,-0.007509610517090579,-0.0,0,-0.20000000000000007
766,181901310767,1819,2019-01-31,BRK,114,SAS,117,1,1515.09730647218,1512.371653654863,1582.3008686777648,1585.026521495082,1,False,False,0.5155080213903743,0.213903743315508,0.2745,0.1261494539056534,0.5751412429378531,0.1819209039548023,0.2026,0.1226330027051397,67.20356220558483,1,0,1,0.8,0.8,0.7333333333333333,1,0.6,0.6,0.6666666666666666,0.5,0.5451393603629127,0.5666935197709061,0.13242793011604576,0.11379649995153487,0.23258,0.18834,0.23302205780174873,0.20297046430887167,0.05963322154747874,0.021554159407993434,-0.0319828393607057,-0.03005159349287706,-0.07190000000000002,-0.04424,-0.0035164512005137066,-0.01863143016451088,0.0,0,-0.20000000000000007
767,181901310768,1819,2019-01-31,PHI,113,GSW,104,0,1631.052007793846,1647.3651853258152,1699.4932879536557,1683.1801104216863,1,False,False,0.5598870056497176,0.2282485875706214,0.2711,0.1312085085676549,0.5992529348986125,0.1792956243329775,0.2605,0.1029201409482608,68.4412801598096,1,1,1,0.6,0.6,0.6666666666666666,1,1.0,1.0,0.8666666666666667,0.5,0.5498095303879943,0.5447404000258007,0.12696056805792405,0.12173267855242934,0.24613000000000002,0.22091,0.22148173862396286,0.19578106617448907,0.039365929248894926,-0.005069130362193586,-0.04895296323764389,-0.0257006724494738,-0.010599999999999998,-0.02522000000000002,-0.0282883676193941,-0.005227889505494715,0.0,0,0.4
768,181901310769,1819,2019-01-31,LAL,123,LAC,120,0,1479.862760647109,1488.194447189868,1503.8572645029587,1495.5255779602,1,False,False,0.5265193370165746,0.1834254143646409,0.2705,0.1381545283984308,0.5122235157159487,0.2351571594877764,0.2095,0.1240694789081885,23.994503855849644,1,1,-1,0.2,0.4,0.4,-1,0.6,0.4,0.4666666666666667,0.5,0.526315064088535,0.5343274094417522,0.13030608282307704,0.12288555279423355,0.21452999999999997,0.22252999999999998,0.17857838568891485,0.2540015603166162,-0.0142958213006259,0.008012345353217154,0.0517317451231355,0.07542317462770134,-0.061000000000000026,0.008000000000000007,-0.014085049490242293,-0.007420530028843492,0.0,0,0.39999999999999997
773,181902010772,1819,2019-02-01,OKC,118,MIA,102,0,1602.9862547835014,1615.1979607797257,1466.1091147641005,1453.8974087678764,0,False,False,0.5504201680672269,0.2184873949579832,0.236,0.0980293585360949,0.535160905840286,0.1406436233611442,0.224,0.141343417702561,-136.87714001940094,0,0,1,1.0,0.7,0.6666666666666666,-1,0.4,0.5,0.4666666666666667,0.5,0.5147564228391628,0.5150923329100967,0.11522880999947312,0.11916484535998147,0.24978000000000003,0.26023,0.19744072071440308,0.16372343115550186,-0.015259262226940962,0.0003359100709339202,-0.077843771596839,-0.033717289558901214,-0.011999999999999983,0.010449999999999987,0.04331405916646611,0.00393603536050835,-0.0,-2,-0.8
770,181902010773,1819,2019-02-01,ATL,112,UTA,128,1,1382.008117632627,1379.1237350707718,1612.6677246383886,1615.552107200244,1,False,False,0.5394883203559511,0.2057842046718576,0.303,0.1517978290366349,0.5187713310580204,0.2377701934015927,0.2306,0.1243911839938329,230.65960700576147,1,0,-1,0.4,0.4,0.3333333333333333,-1,0.6,0.8,0.7333333333333333,0.5,0.5241516687016392,0.5310573455120113,0.15572214673478496,0.12597763742723528,0.30199000000000004,0.21702,0.1811804117287505,0.2106298464681502,-0.020716989297930644,0.00690567681037213,0.0319859887297351,0.029449434739399705,-0.07239999999999999,-0.08497000000000005,-0.02740664504280202,-0.029744509307549682,0.0,0,0.19999999999999996
769,181902010774,1819,2019-02-01,HOU,122,DEN,136,1,1581.2101001700066,1573.4542465244058,1603.452584461175,1611.2084381067762,1,False,False,0.5202850877192983,0.2631578947368421,0.1986,0.1025932822953307,0.553072625698324,0.1731843575418994,0.2468,0.102283105022831,22.242484291168466,1,0,-1,0.6,0.6,0.6,1,0.8,0.7,0.7333333333333333,1.0,0.5518755458825902,0.5368540226563618,0.12260746340484226,0.11454519535760328,0.24351999999999996,0.29371,0.24576440268174582,0.17495763950315807,0.03278753797902578,-0.015021523226228406,-0.0899735371949427,-0.07080676317858775,0.04819999999999999,0.05019000000000007,-0.0003101772724996982,-0.008062268047238974,0.0,2,0.4000000000000001
772,181902010771,1819,2019-02-01,BOS,113,NYK,99,0,1613.1601557716572,1617.662609021318,1280.4880039646605,1275.9855507149996,0,False,False,0.5401540154015401,0.1694169416941694,0.2593,0.1222970577809287,0.4806110458284371,0.2173913043478261,0.1704,0.1153349326443993,-332.6721518069967,0,0,1,0.8,0.7,0.7333333333333333,-1,0.0,0.0,0.06666666666666667,1.0,0.5511202358411376,0.4824697353175712,0.11187657585345305,0.10980299425392721,0.22692999999999994,0.20987999999999998,0.18175734642563807,0.20466454841153267,-0.059542969573102955,-0.06865050052356636,0.047974362653656705,0.022907201985894604,-0.08889999999999998,-0.017049999999999954,-0.0069621251365293985,-0.0020735815995258366,-0.0,-2,-1.0
771,181902010770,1819,2019-02-01,MEM,92,CHO,100,1,1383.4017318504195,1379.5372457381272,1478.0202896487797,1481.8847757610718,1,False,False,0.4927884615384615,0.1971153846153845,0.2192,0.1446524655413872,0.5148232611174458,0.1755986316989737,0.2277,0.1190952398269028,94.61855779836014,1,0,-1,0.2,0.1,0.13333333333333333,-1,0.4,0.5,0.4666666666666667,0.5,0.5031759455588152,0.5093091990379824,0.1311145034882551,0.10745976040321936,0.18227,0.20814,0.19424968240282858,0.20970714041035735,0.0220347995789843,0.006133253479167267,-0.02151675291641081,0.015457458007528763,0.008500000000000008,0.025870000000000004,-0.02555722571448439,-0.023654743085035734,0.0,0,0.2
775,181902020786,1819,2019-02-02,PHI,108,SAC,115,1,1647.3651853258152,1636.2178277686935,1463.672036915763,1474.8193944728846,0,False,False,0.5653889515219842,0.222096956031567,0.2697,0.1275376498130612,0.5087336244541485,0.1506550218340611,0.2557,0.1244827828038431,-183.69314841005212,0,1,1,0.8,0.7,0.7333333333333333,1,0.4,0.6,0.4666666666666667,0.5,0.5509174136998446,0.5166480383083598,0.12768398759110763,0.10678945374134044,0.24985,0.22288999999999998,0.22421579147864135,0.16141439381183706,-0.056655327067835715,-0.03426937539148478,-0.07144193419750591,-0.06280139766680429,-0.014000000000000012,-0.02696000000000001,-0.0030548670092181013,-0.020894533849767194,-0.0,0,-0.4
